,name,ratings,review_count,ctype,years,hq,employees
7380,German Remedies,4.3,(82 Reviews),Private,74 years old,Mumbai + 20 more,501-1k Employees (Global)
7381,Moving Picture C...,4,(82 Reviews),Public,53 years old,London + 6 more,1k-5k Employees (Global)
7382,CL MICROMED,3.9,(82 Reviews),New Delhi + 8 more,51-200 Employees (India),36 years old,
7383,Xoxoday,3.9,(82 Reviews),Private,11 years old,"Bangalore,Karnataka + 4 more",51-200 Employees (India)
7384,K2k Infrastructu...,4.2,(82 Reviews),Private,16 years old,Bangaluru + 4 more,51-200 Employees (India)
7385,SAIL Bokaro Stee...,4,(82 Reviews),Public,59 years old,Bokaro Steel City + 4 more,10k-50k Employees (India)
7386,India Pesticides,4.1,(82 Reviews),Private,39 years old,Bareilly + 12 more,501-1k Employees (India)
7387,Amp Motors,3.7,(82 Reviews),Private,74 years old,Gurgaon + 6 more,201-500 Employees (India)
7388,Artson Engineeri...,3.9,(82 Reviews),Public,45 years old,"Hyderabad/Secunderabad,Telangana + 10 more",201-500 Employees (India)
7389,Fastway Transmis...,3.9,(82 Reviews),Ludhiana + 17 more,201-500 Employees (India),15 years old,
7390,Bizcrum Infotech,3.8,(82 Reviews),New Delhi + 24 more,,201-500 Employees (India),
7391,Bhilai Iron And ...,4,(82 Reviews),Private,15 years old,Bhilai + 3 more,10k-50k Employees (India)
7392,Vishwa Samudra E...,3.8,(82 Reviews),Hyderabad/Secunderabad + 12 more,,501-1k Employees (India),
7393,Preet Group,3.3,(82 Reviews),Private,46 years old,Ghaziabad + 5 more,51-200 Employees (India)
7394,DigiLantern,4.1,(82 Reviews),Private,9 years old,"Delhi/NCR,New Delhi",51-200 Employees (India)
7395,Daramic Battery ...,3.9,(82 Reviews),Charlotte + 5 more,51-200 Employees (India),93 years old,
7396,Synmac Consultan...,3.6,(82 Reviews),"Chennai,Tamil Nadu + 2 more",1-10 Employees (India),7 years old,
7397,Brainware Univer...,3.4,(82 Reviews),Barasat + 1 more,,201-500 Employees (India),
7398,Havells India Li...,4.2,(82 Reviews),Noida + 28 more,,,
7399,ADNH Compass,4.3,(82 Reviews),Private,23 years old,Abu Dhabi + 5 more,5k-10k Employees (India)
7400,Gnrc Hospital,3.7,(82 Reviews),Public,36 years old,Guwahati + 4 more,501-1k Employees (India)
7401,ICAPIDILITE,3.9,(82 Reviews),Mumbai + 23 more,,51-200 Employees (India),
7402,JRG Automotive i...,3.3,(82 Reviews),Private,16 years old,Gurgaon + 4 more,11-50 Employees (India)
7403,Renaissance Hote...,4.4,(82 Reviews),Private,34 years old,Bethesda + 7 more,201-500 Employees (India)
7404,Exclusífe Techno...,2.9,(82 Reviews),Private,10 years old,"Noida,Uttar Pradesh + 10 more",11-50 Employees (India)
7405,MDeverywhere Ind...,3.3,(82 Reviews),Private,28 years old,Noida,201-500 Employees (India)
7406,Xotik Frujus,4.2,(82 Reviews),Private,16 years old,"Mumbai,Maharashtra + 20 more",201-500 Employees (India)
7407,Cartrade.com,4.2,(82 Reviews),Private,14 years old,"Mumbai,Maharashtra + 14 more",1k-5k Employees (India)
7408,TalentSprint,3.9,(82 Reviews),Hyderabad + 1 more,201-500 Employees (India),15 years old,
7409,Monomark Enginee...,4.1,(82 Reviews),Chittorgarh + 11 more,1k-5k Employees (India),38 years old,
7410,Karnataka Power ...,4,(82 Reviews),Private,24 years old,Bengaluru + 24 more,10k-50k Employees (India)
7411,Excellon Softwar...,3.4,(82 Reviews),Private,23 years old,"Nagpur,Maharashtra",201-500 Employees (India)
7412,Panasonic Applia...,3.9,(82 Reviews),Chennai + 28 more,,,
7413,DiTech Process S...,3.1,(82 Reviews),Private,15 years old,"Mumbai,Maharashtra + 7 more",51-200 Employees (India)
7414,Prince Aly Khan ...,4,(82 Reviews),Private,78 years old,"Mumbai,Maharashtra + 1 more",11-50 Employees (India)
7415,SPARX IT Solutio...,4,(82 Reviews),Private,15 years old,"Noida,Uttar Pradesh + 2 more",51-200 Employees (India)
7416,Grand View Resea...,3.6,(82 Reviews),Private,9 years old,San Francisco,201-500 Employees (India)
7417,Creativelipi Web...,4,(82 Reviews),Private,20 years old,"Noida,Uttar Pradesh + 1 more",51-200 Employees (India)
7418,W3Softech India,4,(82 Reviews),Private,12 years old,"Hyderabad/Secunderabad,Telangana",51-200 Employees (India)
7419,Naresh Kumar & C...,4.1,(82 Reviews),Private,98 years old,Kolkata + 15 more,201-500 Employees (India)
7420,Qtech Software,4.4,(82 Reviews),Private,22 years old,"Mumbai,Maharashtra + 1 more",51-200 Employees (India)
7421,Amwaj Catering S...,3.8,(82 Reviews),Doha + 4 more,,17 years old,
7422,HM Group,4.5,(82 Reviews),Private,32 years old,Bengaluru + 3 more,51-200 Employees (India)
7423,Lohia Auto Indus...,3.9,(82 Reviews),Private,15 years old,New Delhi + 7 more,201-500 Employees (India)
7424,SAG Infotech,4,(82 Reviews),Private,24 years old,"Jaipur,Rajasthan + 4 more",51-200 Employees (India)
7425,JK Files,3.8,(82 Reviews),Private,74 years old,Thane + 13 more,51-200 Employees (India)
7426,Alghanim Industr...,4.1,(82 Reviews),Private,91 years old,Sharq + 6 more,501-1k Employees (India)
7427,S. K Enterprises,4,(82 Reviews),Private,28 years old,"Faridabad,Haryana + 29 more",11-50 Employees (India)
7428,Aakash Hospital,4,(82 Reviews),"Delhi/NCR,New Delhi + 5 more",51-200 Employees (Global),18 years old,
7429,Paramount Produc...,4.2,(82 Reviews),New Delhi + 1 more,51-200 Employees (India),50 years old,
7430,Khivraj Motors,4.2,(82 Reviews),Private,62 years old,"Chennai,Tamil Nadu + 5 more",201-500 Employees (Global)
7431,Napier Healthcar...,2.5,(82 Reviews),Private,27 years old,Singapore + 1 more,201-500 Employees (India)
7432,IPL Biologicals,3.7,(82 Reviews),Public,29 years old,"Gurgaon,Haryana + 12 more",501-1k Employees (India)
7433,Jm Frictech,3.6,(82 Reviews),Chennai + 4 more,201-500 Employees (India),15 years old,
7434,Morpheus Human C...,4.8,(82 Reviews),Private,18 years old,"Mumbai,Maharashtra + 5 more",11-50 Employees (India)
7435,Krishidhan Seeds,3.8,(82 Reviews),Private,27 years old,"Jalna,Maharashtra + 17 more",1-10 Employees (India)
7436,Oorja Technical ...,3.5,(82 Reviews),Private,19 years old,Indore + 8 more,51-200 Employees (India)
7437,Pioneer Wincon,4.5,(82 Reviews),Private,27 years old,"Chennai,Tamil Nadu + 13 more",51-200 Employees (India)
7438,Graviti Pharmace...,3.6,(82 Reviews),"Hyderabad,Telangana + 1 more",5k-10k Employees (India),11 years old,
7439,India Pesticides,4.1,(82 Reviews),Private,39 years old,Bareilly + 12 more,501-1k Employees (India)
7440,Amp Motors,3.7,(82 Reviews),Private,74 years old,Gurgaon + 6 more,201-500 Employees (India)
7441,Xoxoday,3.9,(82 Reviews),Private,11 years old,"Bangalore,Karnataka + 4 more",51-200 Employees (India)
7442,Avinash Group,4.1,(82 Reviews),Private,27 years old,Raipur + 3 more,1k-5k Employees (India)
7443,Allzone Manageme...,4.2,(82 Reviews),Private,18 years old,"Los Angeles,California + 1 more",51-200 Employees (India)
7444,SAP Ariba,4.3,(82 Reviews),"Palo Alto,California + 2 more",501-1k Employees (India),27 years old,
7445,Swami Vivekanand...,4.2,(82 Reviews),Private,15 years old,"Meerut,Uttar Pradesh + 1 more",501-1k Employees (India)
7446,Kef Infrastructu...,4,(82 Reviews),Private,10 years old,Bangalore + 6 more,11-50 Employees (India)
7447,Artson Engineeri...,3.9,(82 Reviews),Public,45 years old,"Hyderabad/Secunderabad,Telangana + 10 more",201-500 Employees (India)
7448,K2k Infrastructu...,4.2,(82 Reviews),Private,16 years old,Bangaluru + 4 more,51-200 Employees (India)
7449,CL MICROMED,3.9,(82 Reviews),New Delhi + 8 more,51-200 Employees (India),36 years old,
7450,Alp Overseas,4,(82 Reviews),Gurgaon + 5 more,201-500 Employees (India),39 years old,
7451,Lohia Auto Indus...,3.9,(82 Reviews),Private,15 years old,New Delhi + 7 more,201-500 Employees (India)
7452,Ecolab Food Safe...,3.8,(82 Reviews),Public,100 years old,"St. Paul,MN + 7 more",51-200 Employees (India)
7453,Excellon Softwar...,3.4,(82 Reviews),Private,23 years old,"Nagpur,Maharashtra",201-500 Employees (India)
7454,Prince Aly Khan ...,4,(82 Reviews),Private,78 years old,"Mumbai,Maharashtra + 1 more",11-50 Employees (India)
7455,Jm Frictech,3.6,(82 Reviews),Chennai + 4 more,201-500 Employees (India),15 years old,
7456,Prabha Engineeri...,3.7,(82 Reviews),Private,65 years old,Mumbai + 10 more,51-200 Employees (India)
7457,Chinmaya Vidyala...,4.2,(82 Reviews),NGO/NPO,70 years old,"New Delhi,Delhi + 18 more",51-200 Employees (India)
7458,Om Telecom Logis...,4.4,(82 Reviews),Private,38 years old,New Delhi + 26 more,51-200 Employees (India)
7459,Fastway Transmis...,3.9,(82 Reviews),Ludhiana + 17 more,201-500 Employees (India),15 years old,
7460,SIMA Labs,4.1,(82 Reviews),New Delhi + 5 more,201-500 Employees (India),35 years old,
7461,Wanfeng Aluminum...,4.1,(82 Reviews),Bawal + 4 more,,51-200 Employees (India),
7462,Pioneer Wincon,4.5,(82 Reviews),Private,27 years old,"Chennai,Tamil Nadu + 13 more",51-200 Employees (India)
7463,AL Rashid Tradin...,4.1,(82 Reviews),Private,66 years old,Riyadh + 8 more,10k-50k Employees (India)
7464,Zeiss Pharma,3.9,(82 Reviews),Private,9 years old,Baddi + 6 more,51-200 Employees (India)
7465,Vishwa Samudra E...,3.8,(82 Reviews),Hyderabad/Secunderabad + 12 more,,501-1k Employees (India),
7466,Ambit Collective,4.4,(82 Reviews),LLP,3 years old,"New Delhi,Delhi + 4 more",51-200 Employees (India)
7467,NCL BUILDTEK,4,(82 Reviews),Public,53 years old,"Hyderabad/Secunderabad,Telangana + 19 more",501-1k Employees (India)
7468,Unthinkable Solu...,3.5,(82 Reviews),"Gurgaon,Haryana",201-500 Employees (India),4 years old,
7469,Annova Solutions,3.6,(82 Reviews),Indore + 1 more,,10k-50k Employees (India),
7470,Park Plus,2.8,(82 Reviews),"Gurgaon,Haryana + 11 more",201-500 Employees (India),4 years old,
7471,Toppscholars,3.4,(82 Reviews),Mumbai + 9 more,201-500 Employees (India),4 years old,
7472,Desnor Destinati...,4.1,(82 Reviews),,,,
7473,Bizcrum Infotech,3.8,(82 Reviews),New Delhi + 24 more,,201-500 Employees (India),
7474,L&T Minerals & M...,4.2,(82 Reviews),Kolkata + 10 more,,1k-5k Employees (India),
7475,Optus Infotech,4.4,(82 Reviews),201-500 Employees (India),,,
7476,LSEG,3.9,(82 Reviews),Bengaluru/Bangalore + 3 more,,,
7477,Centurion Softwa...,4.5,(82 Reviews),Bengaluru/Bangalore + 2 more,,11-50 Employees (India),
7478,Ambica Steels,4.3,(81 Reviews),New Delhi + 6 more,1k-5k Employees (India),53 years old,
7479,Rotork Controls,3.6,(81 Reviews),Public,66 years old,Bath + 10 more,201-500 Employees (India)
7480,Way2Online Inter...,3.6,(81 Reviews),Private,17 years old,"Hyderabad/Secunderabad,Telangana + 2 more",501-1k Employees (India)
7481,Enlist Managemen...,3.7,(81 Reviews),Chennai + 13 more,201-500 Employees (India),19 years old,
7482,Hemani Industrie...,3.8,(81 Reviews),Public,31 years old,Mumbai + 4 more,1k-5k Employees (India)
7483,Gram Panchayat,4,(81 Reviews),Raigarh + 17 more,,,
7484,Computer Technol...,4.2,(81 Reviews),Private,30 years old,Pune + 35 more,51-200 Employees (India)
7485,Denso Haryana Pr...,3.9,(81 Reviews),Manesar + 3 more,,501-1k Employees (India),
7486,Delivery.com,4.2,(81 Reviews),Private,201-500 Employees (India),New York + 39 more,
7487,PATH India,4.1,(81 Reviews),New Delhi + 20 more,,51-200 Employees (India),
7488,Mando Softtech,4.2,(81 Reviews),Gurugram + 1 more,501-1k Employees (India),18 years old,
7489,SNS Group,4.2,(81 Reviews),Private,22 years old,Riyadh + 7 more,201-500 Employees (India)
7490,Seeh Al Sarya En...,3.8,(81 Reviews),Private,26 years old,Muscat + 4 more,1k-5k Employees (India)
7491,TRACKS AND TOWER...,4.2,(81 Reviews),Hyderabad + 18 more,501-1k Employees (India),40 years old,
7492,Gj Solutions,3.1,(81 Reviews),Private,13 years old,Hyderabad + 3 more,201-500 Employees (Global)
7493,Finoit Technolog...,4.4,(81 Reviews),Private,13 years old,"Irving,Texas",51-200 Employees (India)
7494,Star Paper Mills,3.8,(81 Reviews),Public,85 years old,Kolkata + 3 more,1k-5k Employees (India)
7495,Noble Hospital,4.2,(81 Reviews),Private,27 years old,"Pune,Maharashtra + 15 more",501-1k Employees (Global)
7496,Panamax Infotech,4.1,(81 Reviews),Private,22 years old,"Garden City,New York + 2 more",201-500 Employees (India)
7497,TTK Services,3.9,(81 Reviews),Private,23 years old,Bangalore + 12 more,1k-5k Employees (India)
7498,IFTM University,3.2,(81 Reviews),Private,27 years old,Moradabad + 8 more,501-1k Employees (India)
7499,Ambica Steels,4.3,(81 Reviews),New Delhi + 6 more,1k-5k Employees (India),53 years old,
7500,Armstrong Machin...,3.4,(81 Reviews),Private,24 years old,"Pune,Maharashtra + 3 more",51-200 Employees (India)
7501,Government of Ma...,3.7,(81 Reviews),Private,67 years old,Madhya Pradesh + 28 more,1 Lakh+ Employees (India)
7502,ECI Telecom,4.3,(81 Reviews),Private,62 years old,"Petah Tikva,Petah Tikva + 14 more",51-200 Employees (India)
7503,Basware,4,(81 Reviews),Private,38 years old,Espoo + 1 more,501-1k Employees (India)
7504,Tata Interactive...,3.3,(81 Reviews),Mumbai + 20 more,501-1k Employees (India),33 years old,
7505,Noble Hospital,4.2,(81 Reviews),Private,27 years old,"Pune,Maharashtra + 15 more",501-1k Employees (Global)
7506,Appiness Interac...,4.5,(81 Reviews),Private,12 years old,"Bangalore/Bengaluru,Karnataka + 1 more",51-200 Employees (India)
7507,Piramal Realty,3.7,(81 Reviews),Private,11 years old,"Mumbai,Maharashtra + 7 more",201-500 Employees (India)
7508,IFTM University,3.2,(81 Reviews),Private,27 years old,Moradabad + 8 more,501-1k Employees (India)
7509,MahaOnline,4.6,(81 Reviews),Public,13 years old,"Mumbai,Maharashtra + 18 more",501-1k Employees (Global)
7510,Smart Call Cente...,3.4,(81 Reviews),Private,8 years old,Kolkata + 3 more,11-50 Employees (India)
7511,Ultratech India,3.9,(81 Reviews),Private,31 years old,Navi Mumbai + 30 more,11-50 Employees (India)
7512,UPS Supply Chain...,4,(81 Reviews),Private,21 years old,"Alpharetta,GA,United States + 11 more",201-500 Employees (India)
7513,Schawk,3.4,(81 Reviews),Private,70 years old,"Des Plaines,Illinois",201-500 Employees (India)
7514,Six Red Marbles,3.7,(81 Reviews),Private,27 years old,Medford + 3 more,51-200 Employees (India)
7515,Liebherr,3.9,(81 Reviews),Private,10 years old,Bulle + 11 more,201-500 Employees (India)
7516,Gillette,4.5,(81 Reviews),Public,39 years old,"Rehovot,Rehovot + 14 more",1k-5k Employees (India)
7517,Emmbi Industries,3.7,(81 Reviews),Public,29 years old,"Mumbai,Maharashtra + 5 more",201-500 Employees (India)
7518,O2 Spa,3.1,(81 Reviews),Private,16 years old,"Hyderabad,Telangana + 14 more",501-1k Employees (India)
7519,Shreem Electrics,3.7,(81 Reviews),Public,47 years old,Kolhapur + 18 more,501-1k Employees (India)
7520,String Real Esta...,3.7,(81 Reviews),Tampa + 7 more,201-500 Employees (India),19 years old,
7521,Finoit Technolog...,4.4,(81 Reviews),Private,13 years old,"Irving,Texas",51-200 Employees (India)
7522,Keyideas Infotec...,4.8,(81 Reviews),Private,16 years old,"Gurgaon,Haryana",11-50 Employees (India)
7523,Space Matrix Des...,3.6,(81 Reviews),Private,22 years old,Singapore + 8 more,201-500 Employees (India)
7524,Star Paper Mills,3.8,(81 Reviews),Public,85 years old,Kolkata + 3 more,1k-5k Employees (India)
7525,Hemani Industrie...,3.8,(81 Reviews),Public,31 years old,Mumbai + 4 more,1k-5k Employees (India)
7526,Best Corporation,4.1,(81 Reviews),Private,56 years old,"Elblag,Warmian-masurian Voivodeship + 7 more",201-500 Employees (India)
7527,West Bengal Powe...,3.7,(81 Reviews),Public,38 years old,Kolkata + 5 more,1k-5k Employees (Global)
7528,Pearl Beverages,3.6,(81 Reviews),"Delhi,NCT + 5 more",51-200 Employees (India),27 years old,
7529,JConnect Infotec...,3.1,(81 Reviews),Private,15 years old,"Noida,Uttar Pradesh + 5 more",51-200 Employees (India)
7530,Global Upside,3.8,(81 Reviews),Private,24 years old,San Jose + 2 more,201-500 Employees (India)
7531,Shivashakti Bio ...,3.6,(81 Reviews),Private,27 years old,"Hyderabad/Secunderabad,Telangana + 18 more",1k-5k Employees (India)
7532,Uma Polymers,3.9,(81 Reviews),Private,36 years old,Jodhpur + 16 more,1k-5k Employees (India)
7533,John Distillerie...,3.9,(81 Reviews),Private,27 years old,Bangalore + 12 more,1k-5k Employees (India)
7534,Piramal Realty,3.7,(81 Reviews),Private,11 years old,"Mumbai,Maharashtra + 7 more",201-500 Employees (India)
7535,Jivo Wellness,3.7,(81 Reviews),Private,15 years old,"Delhi/NCR,Delhi + 11 more",51-200 Employees (India)
7536,CMS Securitas,3.4,(81 Reviews),Mumbai + 30 more,51-200 Employees (India),14 years old,
7537,Freedom English ...,4,(81 Reviews),New Delhi + 8 more,501-1k Employees (India),13 years old,
7538,Armstrong Machin...,3.4,(81 Reviews),Private,24 years old,"Pune,Maharashtra + 3 more",51-200 Employees (India)
7539,Nandan Petrochem,3.6,(81 Reviews),Public,31 years old,"Mumbai,Maharashtra + 12 more",201-500 Employees (India)
7540,West Bengal Powe...,3.7,(81 Reviews),Public,38 years old,Kolkata + 5 more,1k-5k Employees (Global)
7541,Tata Interactive...,3.3,(81 Reviews),Mumbai + 20 more,501-1k Employees (India),33 years old,
7542,Space Matrix Des...,3.6,(81 Reviews),Private,22 years old,Singapore + 8 more,201-500 Employees (India)
7543,OEG INDIA,3.5,(81 Reviews),Chennai + 21 more,1k-5k Employees (Global),16 years old,
7544,Pearl Beverages,3.6,(81 Reviews),"Delhi,NCT + 5 more",51-200 Employees (India),27 years old,
7545,Devgiri Forgings,4.1,(81 Reviews),Private,38 years old,Aurangabad + 4 more,11-50 Employees (India)
7546,Best Corporation,4.1,(81 Reviews),Private,56 years old,"Elblag,Warmian-masurian Voivodeship + 7 more",201-500 Employees (India)
7547,Java R & D,3,(81 Reviews),Private,15 years old,"Bhopal,Madhya Pradesh + 1 more",201-500 Employees (India)
7548,ATS Homekraft,4.1,(81 Reviews),Private,5 years old,"Noida,Uttar Pradesh + 3 more",201-500 Employees (India)
7549,SDNA Global,4.3,(81 Reviews),Private,13 years old,London + 8 more,51-200 Employees (India)
7550,Waah Jobs,4.3,(81 Reviews),"Bangalore,Karnataka + 11 more",1-10 Employees (India),8 years old,
7551,Foodlink F&B Hol...,4.3,(81 Reviews),Sole Proprietorship,20 years old,"Mumbai,Maharashtra + 8 more",501-1k Employees (India)
7552,Z1 Tech,4.3,(81 Reviews),Private,9 years old,New Jersey,51-200 Employees (India)
7553,Pentagon System ...,4.1,(81 Reviews),Private,29 years old,"Mumbai,Maharashtra + 12 more",201-500 Employees (India)
7554,Unique Pharmaceu...,4.1,(80 Reviews),Private,36 years old,Lagos + 8 more,51-200 Employees (Global)
7555,Construction Gro...,4.2,(80 Reviews),Mumbai + 30 more,,51-200 Employees (India),
7556,Edge Telecom,3.7,(80 Reviews),Private,15 years old,Gurgaon + 10 more,201-500 Employees (India)
7557,Harsha Toyota,4.1,(80 Reviews),Public,86 years old,Hyderabad + 6 more,201-500 Employees (Global)
7558,Eat 'N' Fit Agro...,3.1,(80 Reviews),Private,9 years old,"Gurgaon/Gurugram,Haryana + 24 more",1-10 Employees (India)
7559,Acebright Pharma,3.3,(80 Reviews),Private,29 years old,"Bangalore/Bengaluru,Karnataka + 1 more",51-200 Employees (India)
7560,Mindspace Outsou...,4.4,(80 Reviews),51-200 Employees (India),,,
7561,Computer Junctio...,4,(80 Reviews),Private,28 years old,New Delhi + 6 more,201-500 Employees (India)
7562,Ascent Hr,3.3,(80 Reviews),Bengaluru + 6 more,501-1k Employees (Global),21 years old,
7563,PP Rolling Mills,4.3,(80 Reviews),Private,76 years old,Faridabad + 2 more,201-500 Employees (India)
